"Id","neural_result.net.result"
40265,0.262437907499284
40266,0.262437907499284
40267,0.262437907499284
40268,0.262437907499284
40269,0.262437907499284
40270,0.262437907499284
40271,0.262437907499284
40272,0.262437907499284
40273,0.262437907499284
40274,0.262437907499284
40275,0.262437907499284
40276,0.262437907499284
40277,0.262437907499284
40278,0.262437907499284
40279,0.262437907499284
40280,0.262437907499284
40281,0.262437907499284
40282,0.262437907499284
40283,0.262437907499284
40284,0.262437907499284
40285,0.262437907499284
40286,0.262437907499284
40287,0.262437907499284
40288,0.262437907499284
40289,0.262437907499284
40290,0.262437907499284
40291,0.262437907499284
40292,0.262437907499284
40293,0.262437907499284
40294,0.262437907499284
40295,0.262437907499284
40296,0.262437907499284
40297,0.262437907499284
40298,0.262437907499284
40299,0.262437907499284
40300,0.262437907499284
40301,0.262437907499284
40302,0.262437907499284
40303,0.262437907499284
40304,0.262437907499284
40305,0.262437907499284
40306,0.262437907499284
40307,0.262437907499284
40308,0.262437907499284
40309,0.262437907499284
40310,0.262437907499284
40311,0.262437907499284
40312,0.13103500340482
40313,0.262437907499284
40314,0.262437907499284
40315,0.262437907499284
40316,0.262437907499284
40317,0.262437907499284
40318,0.262437907499284
40319,0.262437907499284
40320,0.262437907499284
40321,0.262437907499284
40322,0.262437907499284
40323,0.262437907499284
40324,0.262437907499284
40325,0.262437907499284
40326,0.262437907499284
40327,0.262437907499284
40328,0.262437907499284
40329,0.262437907499284
40330,0.262437907499284
40331,0.262437907499284
40332,0.262437907499284
40333,0.262437907499284
40334,0.262437907499284
40335,0.262437907499284
40336,0.262437907499284
40337,0.262437907499284
40338,0.262437907499284
40339,0.262437907499284
40340,0.262437907499284
40341,0.262437907499284
40342,0.262437907499284
40343,0.262437907499284
40344,0.262437907499284
40345,0.262437907499284
40346,0.262437907499284
40347,0.262437907499284
40348,0.262437907499284
40349,0.262437907499284
40350,0.262437907499284
40351,0.262437907499284
40352,0.262437907499284
40353,0.262437907499284
40354,0.262437907499284
40355,0.262437907499284
40356,0.262437907499284
40357,0.262437907499284
40358,0.262437907499284
40359,0.262437907499284
40360,0.262437907499284
40361,0.262437907499284
40362,0.262437907499284
40363,0.262437907499284
40364,0.262437907499284
40365,0.262437907499284
40366,0.262437907499284
40367,0.262437907499284
40368,0.262437907499284
40369,0.262437907499284
40370,0.262437907499284
40371,0.262437907499284
40372,0.262437907499284
40373,0.262437907499284
40374,0.262437907499284
40375,0.262437907499284
40376,0.262437907499284
40377,0.262437907499284
40378,0.262437907499284
40379,0.262437907499284
40380,0.262437907499284
40381,0.262437907499284
40382,0.262437907499284
40383,0.262437907499284
40384,0.262437907499284
40385,0.262437907499284
40386,0.262437907499284
40387,0.262437907499284
40388,0.262437907499284
40389,0.262437907499284
40390,0.262437907499284
40391,0.262437907499284
40392,0.262437907499284
40393,0.262437907499284
40394,0.262437907499284
40395,0.262437907499284
40396,0.262437907499284
40397,0.262437907499284
40398,0.262437907499284
40399,0.262437907499284
40400,0.262437907499284
40401,0.262437907499284
40402,0.262437907499284
40403,0.262437907499284
40404,0.262437907499284
40405,0.262437907499284
40406,0.262437907499284
40407,0.262437907499284
40408,0.262437907499284
40409,0.262437907499284
40410,0.262437907499284
40411,0.262437907499284
40412,0.262437907499284
40413,0.262437907499284
40414,0.262437907499284
40415,0.262437907499284
40416,0.262437907499284
40417,0.262437907499284
40418,0.262437907499284
40419,0.262437907499284
40420,0.262437907499284
40421,0.262437907499284
40422,0.262437907499284
40423,0.262437907499284
40424,0.262437907499284
40425,0.262437907499284
40426,0.262437907499284
40427,0.262437907499284
40428,0.262437907499284
40429,0.262437907499284
40430,0.262437907499284
40431,0.262437907499284
40432,0.262437907499284
40433,0.262437907499284
40434,0.262437907499284
40435,0.262437907499284
40436,0.262437907499284
40437,0.262437907499284
40438,0.262437907499284
40439,0.262437907499284
40440,0.262437907499284
40441,0.262437907499284
40442,0.262437907499284
40443,0.262437907499284
40444,0.262437907499284
40445,0.262437907499284
40446,0.262437907499284
40447,0.262437907499284
40448,0.262437907499284
40449,0.262437907499284
